country_export,country_import,Actual WF (m3)
Japan,Rwanda,
Japan,Senegal,5786330.651
Japan,Syrian Arab Republic,
Japan,Tanzania,7885052.843
Luxembourg,"Korea, Democratic People's Republic of",1483963.472
Malaysia,Somalia,0
Saudi Arabia,Mauritania,350459.0021
Spain,Algeria,1273035.521
Spain,Mali,339476.1389
Spain,Mali,5834.446794
Spain,Mali,11254.66687
Switzerland,Algeria,0
Switzerland,Cuba,0
Switzerland,Senegal,0
United States of America,Afghanistan,73524647.18
United States of America,Afghanistan,21258213.21
United States of America,Afghanistan,1598361.895
United States of America,Afghanistan,16527107.57
United States of America,Bangladesh,4349654.105
United States of America,Bangladesh,1969186.598
United States of America,Bangladesh,543443.0444
United States of America,Bolivia,25497436.03
United States of America,Bolivia,706082.8439
United States of America,Bolivia,180702.5995
United States of America,Bolivia,4707218.96
United States of America,Bolivia,2969347.545
United States of America,Bolivia,221447.6807
United States of America,Bolivia,1554042.356
United States of America,Bolivia,1726230.847
United States of America,Bolivia,142540.5271
United States of America,Bolivia,408858.3688
United States of America,Bolivia,3632819.045
United States of America,Burkina Faso,4662829.201
United States of America,Burundi,59836.97478
United States of America,Cambodia,1618071.327
United States of America,Cambodia,
United States of America,Cambodia,64580.27859
United States of America,Cambodia,1630329.133
United States of America,Cambodia,171881.9187
United States of America,Cameroon,19138478.06
United States of America,Central African Republic,217129.9831
United States of America,Chad,2818937.687
United States of America,Ecuador,33342800.96
United States of America,El Salvador,29420118.5
United States of America,Eritrea,15965317.64
United States of America,Eritrea,3935156.4
United States of America,Eritrea,1278689.516
United States of America,Eritrea,1250793.126
United States of America,Eritrea,5354461.567
United States of America,Eritrea,10787376.78
United States of America,Ethiopia,30832284.19
United States of America,Ethiopia,1516982.646
United States of America,Ethiopia,6428132.334
United States of America,Ethiopia,6043423.951
United States of America,Ethiopia,2717215.222
United States of America,Ghana,12552583.89
United States of America,Guatemala,1959932.248
United States of America,Guatemala,11238433.15
United States of America,Guatemala,13610559.18
United States of America,Guatemala,67152.8396
United States of America,Guatemala,4737544.657
United States of America,Guatemala,29165483.95
United States of America,Guinea,331064.7765
United States of America,Guinea,417566.7941
United States of America,Guinea,383606.8548
United States of America,Guinea,394604.8036
United States of America,Guinea,8295874.57
United States of America,Guinea,1278689.516
United States of America,Guinea-Bissau,1726230.847
United States of America,Haiti,76590375.16
United States of America,Honduras,14266865.47
United States of America,Honduras,26085838.4
United States of America,Honduras,523531.4672
United States of America,Honduras,12395330.68
United States of America,Honduras,113904.2534
United States of America,Honduras,4332255.489
United States of America,Honduras,1964812.398
United States of America,Honduras,5949758.726
United States of America,Honduras,1320672.512
United States of America,Honduras,2781149.698
United States of America,Honduras,1243387.235
United States of America,Honduras,48700102.82
United States of America,India,3491187.395
United States of America,India,8311481.855
United States of America,Indonesia,1128637.829
United States of America,Indonesia,1726230.847
United States of America,Indonesia,338533.7519
United States of America,Iraq,17013198.97
United States of America,Jamaica,688337.3777
United States of America,Jamaica,6959446.568
United States of America,Jamaica,1488494.241
United States of America,Jamaica,839410.495
United States of America,Jamaica,3533903.571
United States of America,Jamaica,55260.03293
United States of America,Jamaica,2397542.843
United States of America,Jamaica,1308828.668
United States of America,Jamaica,330542.1514
United States of America,Kenya,31967.2379
United States of America,Kenya,29871226.98
United States of America,Kyrgyzstan,347972.3284
United States of America,Kyrgyzstan,992329.494
United States of America,Kyrgyzstan,959017.1371
United States of America,Lebanon,3922682.466
United States of America,Lebanon,19613412.33
United States of America,Lesotho,564628.8275
United States of America,Liberia,81143.01451
United States of America,Madagascar,9944000.052
United States of America,Madagascar,22377066.53
United States of America,Mali,1098677.536
United States of America,Mauritania,2937598.832
United States of America,Mauritania,6959446.568
United States of America,Mauritania,23536094.8
United States of America,Mongolia,39226824.66
United States of America,Mozambique,3297432.353
United States of America,Mozambique,9806706.166
United States of America,Mozambique,9596564.819
United States of America,Mozambique,22006248.64
United States of America,Nicaragua,444635.7392
United States of America,Nicaragua,13745912.3
United States of America,Nicaragua,205001.0303
United States of America,Nicaragua,201458.5188
United States of America,Nicaragua,1060171.071
United States of America,Nicaragua,2196702.181
United States of America,Nicaragua,28145246.7
United States of America,Nigeria,17499290.37
United States of America,Pakistan,7647320.93
United States of America,Peru,72569625.63
United States of America,Philippines,104391698.5
United States of America,Philippines,18240473.47
United States of America,Moldova,10558385.82
United States of America,Moldova,69075.04117
United States of America,Moldova,1150820.565
United States of America,Moldova,1479768.014
United States of America,Moldova,1984658.988
United States of America,Rwanda,224872.1028
United States of America,Senegal,89087.82945
United States of America,Sierra Leone,223842.7987
United States of America,Sierra Leone,725696.2563
United States of America,Sierra Leone,351639.6169
United States of America,Sierra Leone,641432.3721
United States of America,Somalia,1007292.594
United States of America,Somalia,1214755.04
United States of America,Somalia,3918082.739
United States of America,Sudan,20281467.48
United States of America,Sudan,101989744.1
United States of America,Sudan,2454464.268
United States of America,Sudan,11731781.31
United States of America,Sudan,3189344.294
United States of America,Sudan,1682673.192
United States of America,Tajikistan,2215276.362
United States of America,Tajikistan,456471.5672
United States of America,Tajikistan,7317437.689
United States of America,Tajikistan,3004920.363
United States of America,Tanzania,1092828.523
United States of America,Tanzania,9226.938863
United States of America,Uganda,5104244.6
United States of America,Uganda,902058.4982
United States of America,Uganda,209864.9168
United States of America,Uganda,2238427.987
United States of America,Uganda,1278689.516
United States of America,Uganda,21967021.81
United States of America,Zambia,7340174.757
United States of America,Zambia,3902186.45
United States of America,Zambia,
United States of America,Zambia,551682.5422
United States of America,Zimbabwe,19197380.13
United States of America,Zimbabwe,14005349.34
United States of America,Zimbabwe,2701231.603
United States of America,Zimbabwe,559023.4718
