state,year,agency,scode,area,to-total
MO,1990,USGS,29,137,1.88
MO,1990,USGS,29,139,2
MO,1990,USGS,29,141,2.1
MO,1990,USGS,29,143,1083.21
MO,1990,USGS,29,145,6.56
MO,1990,USGS,29,147,3.88
MO,1990,USGS,29,149,1.34
MO,1990,USGS,29,151,29.99
MO,1990,USGS,29,153,1.5
MO,1990,USGS,29,155,15.98
MO,1990,USGS,29,157,1.91
MO,1990,USGS,29,159,5.38
MO,1990,USGS,29,161,4.3
MO,1990,USGS,29,163,5.58
MO,1990,USGS,29,165,333.32
MO,1990,USGS,29,167,3.74
MO,1990,USGS,29,169,5.98
MO,1990,USGS,29,171,1.11
MO,1990,USGS,29,173,1.54
MO,1990,USGS,29,175,734.21
MO,1990,USGS,29,177,3.37
MO,1990,USGS,29,179,20.55
MO,1990,USGS,29,181,12.36
MO,1990,USGS,29,183,447.12
MO,1990,USGS,29,185,1.46
MO,1990,USGS,29,187,5.62
MO,1990,USGS,29,189,487.08
MO,1990,USGS,29,193,1.84
MO,1990,USGS,29,195,4.86
MO,1990,USGS,29,197,0.65
MO,1990,USGS,29,199,0.8
MO,1990,USGS,29,201,16.8
MO,1990,USGS,29,203,0.95
MO,1990,USGS,29,205,1.23
MO,1990,USGS,29,207,109.57
MO,1990,USGS,29,209,2.99
MO,1990,USGS,29,211,1.48
MO,1990,USGS,29,213,3.46
MO,1990,USGS,29,215,3.92
MO,1990,USGS,29,217,7.32
MO,1990,USGS,29,219,4.69
MO,1990,USGS,29,221,10.95
MO,1990,USGS,29,223,1.5
MO,1990,USGS,29,225,3.33
MO,1990,USGS,29,227,0.48
MO,1990,USGS,29,229,3.15
MO,1990,USGS,29,510,143.93
MT,1990,USGS,30,1,632.92
MT,1990,USGS,30,3,309.78
MT,1990,USGS,30,5,246.53
MT,1990,USGS,30,7,263.51
MT,1990,USGS,30,9,479.43
MT,1990,USGS,30,11,6.75
MT,1990,USGS,30,13,180.73
MT,1990,USGS,30,15,45.06
MT,1990,USGS,30,17,70.67
MT,1990,USGS,30,19,3.68
MT,1990,USGS,30,21,67.7
MT,1990,USGS,30,23,61.45
MT,1990,USGS,30,25,8.92
MT,1990,USGS,30,27,90.2
MT,1990,USGS,30,29,88.99
MT,1990,USGS,30,31,491.94
MT,1990,USGS,30,33,8.46
MT,1990,USGS,30,35,108.34
MT,1990,USGS,30,37,42.27
MT,1990,USGS,30,39,109.1
MT,1990,USGS,30,41,15.2
MT,1990,USGS,30,43,190.9
MT,1990,USGS,30,45,67.84
MT,1990,USGS,30,47,387.77
MT,1990,USGS,30,49,215.62
MT,1990,USGS,30,51,19.79
MT,1990,USGS,30,53,45.05
MT,1990,USGS,30,55,11.07
MT,1990,USGS,30,57,680.08
MT,1990,USGS,30,59,317.17
MT,1990,USGS,30,61,7.46
MT,1990,USGS,30,63,130.8
MT,1990,USGS,30,65,87.53
MT,1990,USGS,30,67,406.83
MT,1990,USGS,30,69,39.46
MT,1990,USGS,30,71,187.68
MT,1990,USGS,30,73,220.28
MT,1990,USGS,30,75,21.21
MT,1990,USGS,30,77,188.19
MT,1990,USGS,30,79,50.9
MT,1990,USGS,30,81,233.93
MT,1990,USGS,30,83,292.47
MT,1990,USGS,30,85,45.78
MT,1990,USGS,30,87,181.61
MT,1990,USGS,30,89,115.09
MT,1990,USGS,30,91,7.05
MT,1990,USGS,30,93,42.2
MT,1990,USGS,30,95,129.22
MT,1990,USGS,30,97,295.17
MT,1990,USGS,30,99,486.22
MT,1990,USGS,30,101,10.81
MT,1990,USGS,30,103,101.55
MT,1990,USGS,30,105,192.62
MT,1990,USGS,30,107,98.3
MT,1990,USGS,30,109,2.86
MT,1990,USGS,30,111,473.55
MT,1990,USGS,30,113,0.02
NE,1990,USGS,31,1,98.35
NE,1990,USGS,31,3,100.28
NE,1990,USGS,31,5,9.91
NE,1990,USGS,31,7,16.22
NE,1990,USGS,31,9,11.25
NE,1990,USGS,31,11,90.54
NE,1990,USGS,31,13,148.07
NE,1990,USGS,31,15,3.79
NE,1990,USGS,31,17,58.72
NE,1990,USGS,31,19,173.41
NE,1990,USGS,31,21,21.67
NE,1990,USGS,31,23,67.12
NE,1990,USGS,31,25,12.46
NE,1990,USGS,31,27,30.91
NE,1990,USGS,31,29,201.52
NE,1990,USGS,31,31,30.71
NE,1990,USGS,31,33,47.25
NE,1990,USGS,31,35,95.63
NE,1990,USGS,31,37,44.73
NE,1990,USGS,31,39,21.62
NE,1990,USGS,31,41,202.01
NE,1990,USGS,31,43,11.26
NE,1990,USGS,31,45,33.84
NE,1990,USGS,31,47,270.42
NE,1990,USGS,31,49,20.71
NE,1990,USGS,31,51,10.27
NE,1990,USGS,31,53,58.71
NE,1990,USGS,31,55,408.79
NE,1990,USGS,31,57,120.56
NE,1990,USGS,31,59,93.18
NE,1990,USGS,31,61,39.34
NE,1990,USGS,31,63,79.75
NE,1990,USGS,31,65,52.94
NE,1990,USGS,31,67,28.53
NE,1990,USGS,31,69,52.74
NE,1990,USGS,31,71,13.48
NE,1990,USGS,31,73,65.66
NE,1990,USGS,31,75,2.05
NE,1990,USGS,31,77,44.09
NE,1990,USGS,31,79,165.85
NE,1990,USGS,31,81,160.64
NE,1990,USGS,31,83,43.77
NE,1990,USGS,31,85,47.62
NE,1990,USGS,31,87,61.92
NE,1990,USGS,31,89,108.23
NE,1990,USGS,31,91,3.55
NE,1990,USGS,31,93,108.92
NE,1990,USGS,31,95,24.62
NE,1990,USGS,31,97,6.59
NE,1990,USGS,31,99,124.1
NE,1990,USGS,31,101,129.37
NE,1990,USGS,31,103,5.76
NE,1990,USGS,31,105,28.87
NE,1990,USGS,31,107,30.5
NE,1990,USGS,31,109,14.14
NE,1990,USGS,31,111,803.96
NE,1990,USGS,31,113,22.69
NE,1990,USGS,31,115,11.94
NE,1990,USGS,31,117,8.5
NE,1990,USGS,31,119,57.16
NE,1990,USGS,31,121,125.21
NE,1990,USGS,31,123,248.87
NE,1990,USGS,31,125,44.64
NE,1990,USGS,31,127,636.6
NE,1990,USGS,31,129,23.86
NE,1990,USGS,31,131,325.05
NE,1990,USGS,31,133,2.26
NE,1990,USGS,31,135,131.19
NE,1990,USGS,31,137,255.26
NE,1990,USGS,31,139,55.77
NE,1990,USGS,31,141,110.81
NE,1990,USGS,31,143,95.73
NE,1990,USGS,31,145,93.2
NE,1990,USGS,31,147,2.57
NE,1990,USGS,31,149,22.92
NE,1990,USGS,31,151,45.09
NE,1990,USGS,31,153,81.66
NE,1990,USGS,31,155,78.62
NE,1990,USGS,31,157,667.36
NE,1990,USGS,31,159,61.86
NE,1990,USGS,31,161,91.43
NE,1990,USGS,31,163,46.44
NE,1990,USGS,31,165,104.5
NE,1990,USGS,31,167,20.58
NE,1990,USGS,31,169,44.29
NE,1990,USGS,31,171,5.47
NE,1990,USGS,31,173,5.28
NE,1990,USGS,31,175,67.94
NE,1990,USGS,31,177,380.37
NE,1990,USGS,31,179,12.25
NE,1990,USGS,31,181,21.12
NE,1990,USGS,31,183,24.35
NE,1990,USGS,31,185,150.71
NV,1990,USGS,32,1,278.18
NV,1990,USGS,32,3,346.05
NV,1990,USGS,32,5,190.3
NV,1990,USGS,32,7,818.14
NV,1990,USGS,32,9,42.86
NV,1990,USGS,32,11,171.28
NV,1990,USGS,32,13,520.14
NV,1990,USGS,32,15,132.76
NV,1990,USGS,32,17,60.1
NV,1990,USGS,32,19,295.49
NV,1990,USGS,32,21,31.59
NV,1990,USGS,32,23,56.13
NV,1990,USGS,32,27,111.93
NV,1990,USGS,32,29,3.51
NV,1990,USGS,32,31,222.36
NV,1990,USGS,32,33,89.11
NV,1990,USGS,32,510,11.87
NH,1990,USGS,33,1,6.13
NH,1990,USGS,33,3,4.28
NH,1990,USGS,33,5,7.21
NH,1990,USGS,33,7,41.21
NH,1990,USGS,33,9,12.78
NH,1990,USGS,33,11,297.68
NH,1990,USGS,33,13,13.08
NH,1990,USGS,33,15,914.82
NH,1990,USGS,33,17,10.91
NH,1990,USGS,33,19,5.18
NJ,1990,USGS,34,1,55.18
NJ,1990,USGS,34,3,706.63
NJ,1990,USGS,34,5,101.01
NJ,1990,USGS,34,7,282.85
NJ,1990,USGS,34,9,66.97
NJ,1990,USGS,34,11,165.49
NJ,1990,USGS,34,13,212.68
NJ,1990,USGS,34,15,171.79
NJ,1990,USGS,34,17,772.41
NJ,1990,USGS,34,19,194.4
NJ,1990,USGS,34,21,584.65
NJ,1990,USGS,34,23,399.23
NJ,1990,USGS,34,25,87.82
NJ,1990,USGS,34,27,104.92
NJ,1990,USGS,34,29,1275.81
NJ,1990,USGS,34,31,273.76
NJ,1990,USGS,34,33,6980.15
NJ,1990,USGS,34,35,87.52
NJ,1990,USGS,34,37,15.9
NJ,1990,USGS,34,39,147.97
NJ,1990,USGS,34,41,100.77
NM,1990,USGS,35,1,189.32
NM,1990,USGS,35,3,18.69
NM,1990,USGS,35,5,293.46
NM,1990,USGS,35,6,8.51
NM,1990,USGS,35,7,55.55
NM,1990,USGS,35,9,303.64
NM,1990,USGS,35,11,43.14
NM,1990,USGS,35,13,458.4
NM,1990,USGS,35,15,226.61
NM,1990,USGS,35,17,58.24
NM,1990,USGS,35,19,14.62
NM,1990,USGS,35,21,3.91
NM,1990,USGS,35,23,34.78
NM,1990,USGS,35,25,119.58
NM,1990,USGS,35,27,27.38
NM,1990,USGS,35,28,4.85
NM,1990,USGS,35,29,97.06
NM,1990,USGS,35,31,20.06
NM,1990,USGS,35,33,34.66
NM,1990,USGS,35,35,36.55
NM,1990,USGS,35,37,89.27
NM,1990,USGS,35,39,87.47
NM,1990,USGS,35,41,205.68
NM,1990,USGS,35,43,56.34
NM,1990,USGS,35,45,412.04
NM,1990,USGS,35,47,37.78
NM,1990,USGS,35,49,42.98
NM,1990,USGS,35,51,35.7
NM,1990,USGS,35,53,122.66
NM,1990,USGS,35,55,99.51
NM,1990,USGS,35,57,38.77
NM,1990,USGS,35,59,74.26
NM,1990,USGS,35,61,132.09
NY,1990,USGS,36,1,1012.63
NY,1990,USGS,36,3,8.28
NY,1990,USGS,36,5,1124.9
NY,1990,USGS,36,7,133.25
NY,1990,USGS,36,9,15.27
NY,1990,USGS,36,11,15.78
NY,1990,USGS,36,13,1476.32
NY,1990,USGS,36,15,16.8
NY,1990,USGS,36,17,58.07
NY,1990,USGS,36,19,17.8
NY,1990,USGS,36,21,9.23
NY,1990,USGS,36,23,9.79
NY,1990,USGS,36,25,538.13
NY,1990,USGS,36,27,34.44
NY,1990,USGS,36,29,939.45
NY,1990,USGS,36,31,10.71
NY,1990,USGS,36,33,6.98
NY,1990,USGS,36,35,9.65
NY,1990,USGS,36,37,9.38
NY,1990,USGS,36,39,10.78
NY,1990,USGS,36,41,0.94
NY,1990,USGS,36,43,13.47
NY,1990,USGS,36,45,22.26
NY,1990,USGS,36,47,7.6
NY,1990,USGS,36,49,7.03
NY,1990,USGS,36,51,12.31
NY,1990,USGS,36,53,10.57
NY,1990,USGS,36,55,455.98
NY,1990,USGS,36,57,10.68
NY,1990,USGS,36,59,1534.35
NY,1990,USGS,36,61,56.44
NY,1990,USGS,36,63,292.02
NY,1990,USGS,36,65,47.24
NY,1990,USGS,36,67,141.96
NY,1990,USGS,36,69,14.37
NY,1990,USGS,36,71,1032.22
NY,1990,USGS,36,73,5.02
NY,1990,USGS,36,75,1396.85
NY,1990,USGS,36,77,7.99
NY,1990,USGS,36,79,50.26
NY,1990,USGS,36,81,2150.75
NY,1990,USGS,36,83,25.94
NY,1990,USGS,36,85,555.88
NY,1990,USGS,36,87,949.71
NY,1990,USGS,36,89,22.08
NY,1990,USGS,36,91,22.44
NY,1990,USGS,36,93,27.68
NY,1990,USGS,36,95,139.12
NY,1990,USGS,36,97,4.42
NY,1990,USGS,36,99,4.55
NY,1990,USGS,36,101,84.4
NY,1990,USGS,36,103,944.75
NY,1990,USGS,36,105,164.78
NY,1990,USGS,36,107,7.92
NY,1990,USGS,36,109,246.51
NY,1990,USGS,36,111,517.58
NY,1990,USGS,36,113,14.76
NY,1990,USGS,36,115,11.98
NY,1990,USGS,36,117,425.81
NY,1990,USGS,36,119,1947.58
NY,1990,USGS,36,121,11.22
NY,1990,USGS,36,123,120.4
NC,1990,USGS,37,1,22.79
NC,1990,USGS,37,3,3.66
NC,1990,USGS,37,5,1.42
NC,1990,USGS,37,7,21.74
NC,1990,USGS,37,9,3.31
NC,1990,USGS,37,11,5.77
NC,1990,USGS,37,13,64.57
NC,1990,USGS,37,15,6.12
NC,1990,USGS,37,17,5.65
NC,1990,USGS,37,19,1623.45
NC,1990,USGS,37,21,39.69
NC,1990,USGS,37,23,20.29
NC,1990,USGS,37,25,10.45
NC,1990,USGS,37,27,8.66
NC,1990,USGS,37,29,0.46
NC,1990,USGS,37,31,6.09
NC,1990,USGS,37,33,3.05
NC,1990,USGS,37,35,752.75
NC,1990,USGS,37,37,156.37
NC,1990,USGS,37,39,6.49
NC,1990,USGS,37,41,3.33
NC,1990,USGS,37,43,4.41
NC,1990,USGS,37,45,17.08
NC,1990,USGS,37,47,92.71
NC,1990,USGS,37,49,42.96
NC,1990,USGS,37,51,45.15
NC,1990,USGS,37,53,1.8
NC,1990,USGS,37,55,4.1
NC,1990,USGS,37,57,17.5
NC,1990,USGS,37,59,4.49
NC,1990,USGS,37,61,11.63
NC,1990,USGS,37,63,25.89
NC,1990,USGS,37,65,8.48
NC,1990,USGS,37,67,45.27
NC,1990,USGS,37,69,5.29
NC,1990,USGS,37,71,325.15
NC,1990,USGS,37,73,1.02
NC,1990,USGS,37,75,11.07
NC,1990,USGS,37,77,5.63
NC,1990,USGS,37,79,4.88
NC,1990,USGS,37,81,69.45
NC,1990,USGS,37,83,36.97
NC,1990,USGS,37,85,9.19
NC,1990,USGS,37,87,109.75
NC,1990,USGS,37,89,10.82
NC,1990,USGS,37,91,5.38
NC,1990,USGS,37,93,5.16
NC,1990,USGS,37,95,0.61
NC,1990,USGS,37,97,13.27
NC,1990,USGS,37,99,8.07
NC,1990,USGS,37,101,10.45
NC,1990,USGS,37,103,1.31
NC,1990,USGS,37,105,6.09
NC,1990,USGS,37,107,12.14
NC,1990,USGS,37,109,7.2
NC,1990,USGS,37,111,15.12
NC,1990,USGS,37,113,18.17
NC,1990,USGS,37,115,7.78
NC,1990,USGS,37,117,92.58
NC,1990,USGS,37,119,2393.86
NC,1990,USGS,37,121,12.35
NC,1990,USGS,37,123,4.65
NC,1990,USGS,37,125,24.02
NC,1990,USGS,37,127,17.66
NC,1990,USGS,37,129,26.27
NC,1990,USGS,37,131,2.47
NC,1990,USGS,37,133,18.28
NC,1990,USGS,37,135,11.86
NC,1990,USGS,37,137,3.98
NC,1990,USGS,37,139,3.33
NC,1990,USGS,37,141,2.18
NC,1990,USGS,37,143,1.2
NC,1990,USGS,37,145,1167.21
NC,1990,USGS,37,147,17.13
NC,1990,USGS,37,149,2.62
NC,1990,USGS,37,151,13.91
NC,1990,USGS,37,153,10.82
NC,1990,USGS,37,155,25.29
NC,1990,USGS,37,157,88.34
NC,1990,USGS,37,159,64.46
NC,1990,USGS,37,161,24.23
NC,1990,USGS,37,163,11.07
NC,1990,USGS,37,165,13.3
NC,1990,USGS,37,167,13.7
NC,1990,USGS,37,169,816.44
NC,1990,USGS,37,171,15.28
NC,1990,USGS,37,173,23.14
NC,1990,USGS,37,175,56.51
NC,1990,USGS,37,177,0.53
NC,1990,USGS,37,179,19.61
NC,1990,USGS,37,181,6.19
NC,1990,USGS,37,183,89.26
NC,1990,USGS,37,185,1.73
NC,1990,USGS,37,187,1.63
NC,1990,USGS,37,189,5.32
NC,1990,USGS,37,191,15.19
NC,1990,USGS,37,193,12.69
NC,1990,USGS,37,195,13.17
NC,1990,USGS,37,197,4.21
NC,1990,USGS,37,199,5.6
ND,1990,USGS,38,1,0.81
ND,1990,USGS,38,3,2.27
ND,1990,USGS,38,5,3.49
ND,1990,USGS,38,7,1.1
ND,1990,USGS,38,9,1.58
ND,1990,USGS,38,11,4.59
ND,1990,USGS,38,13,0.39
ND,1990,USGS,38,15,15.23
ND,1990,USGS,38,17,19.45
ND,1990,USGS,38,19,0.79
ND,1990,USGS,38,21,12.08
ND,1990,USGS,38,23,3.26
ND,1990,USGS,38,25,1.79
ND,1990,USGS,38,27,1.8
ND,1990,USGS,38,29,7.36
ND,1990,USGS,38,31,2.43
ND,1990,USGS,38,33,1.14
ND,1990,USGS,38,35,13.51
ND,1990,USGS,38,37,13.24
ND,1990,USGS,38,39,2.54
ND,1990,USGS,38,41,0.74
ND,1990,USGS,38,43,5.46
ND,1990,USGS,38,45,6.89
ND,1990,USGS,38,47,2.38
ND,1990,USGS,38,49,18.45
ND,1990,USGS,38,51,1.09
ND,1990,USGS,38,53,18.57
ND,1990,USGS,38,55,18.86
ND,1990,USGS,38,57,1910.52
ND,1990,USGS,38,59,55.78
ND,1990,USGS,38,61,1.54
ND,1990,USGS,38,63,0.94
ND,1990,USGS,38,65,430.29
ND,1990,USGS,38,67,4.06
ND,1990,USGS,38,69,1.6
ND,1990,USGS,38,71,0.74
ND,1990,USGS,38,73,15.43
ND,1990,USGS,38,75,0.27
ND,1990,USGS,38,77,3.59
ND,1990,USGS,38,79,1.51
ND,1990,USGS,38,81,8.1
ND,1990,USGS,38,83,0.55
ND,1990,USGS,38,85,0.87
ND,1990,USGS,38,87,1
ND,1990,USGS,38,89,7.14
ND,1990,USGS,38,91,1.23
ND,1990,USGS,38,93,7.48
ND,1990,USGS,38,95,0.89
ND,1990,USGS,38,97,1.16
ND,1990,USGS,38,99,1.9
ND,1990,USGS,38,101,11
ND,1990,USGS,38,103,1.09
ND,1990,USGS,38,105,26.17
OH,1990,USGS,39,1,758.32
OH,1990,USGS,39,3,21.16
OH,1990,USGS,39,5,7.42
OH,1990,USGS,39,7,309.77
OH,1990,USGS,39,9,5.84
OH,1990,USGS,39,11,8.07
OH,1990,USGS,39,13,668.88
OH,1990,USGS,39,15,3.01
OH,1990,USGS,39,17,130.13
OH,1990,USGS,39,19,4.36
OH,1990,USGS,39,21,7.77
OH,1990,USGS,39,23,20.5
OH,1990,USGS,39,25,756.11
OH,1990,USGS,39,27,5.9
OH,1990,USGS,39,29,18.39
OH,1990,USGS,39,31,271.84
OH,1990,USGS,39,33,8.01
OH,1990,USGS,39,35,620.55
OH,1990,USGS,39,37,8.2
OH,1990,USGS,39,39,8.74
OH,1990,USGS,39,41,11.97
OH,1990,USGS,39,43,8.33
OH,1990,USGS,39,45,14.56
OH,1990,USGS,39,47,4.39
OH,1990,USGS,39,49,179.08
OH,1990,USGS,39,51,6.68
OH,1990,USGS,39,53,1161.38
OH,1990,USGS,39,55,7.93
OH,1990,USGS,39,57,16.42
OH,1990,USGS,39,59,4.87
OH,1990,USGS,39,61,478.85
OH,1990,USGS,39,63,15.76
OH,1990,USGS,39,65,3.49
OH,1990,USGS,39,67,1.11
OH,1990,USGS,39,69,4.68
OH,1990,USGS,39,71,4.08
OH,1990,USGS,39,73,4.02
OH,1990,USGS,39,75,5.42
OH,1990,USGS,39,77,10.03
OH,1990,USGS,39,79,3.78
OH,1990,USGS,39,81,2043.42
OH,1990,USGS,39,83,6.91
OH,1990,USGS,39,85,725.81
OH,1990,USGS,39,87,6.82
OH,1990,USGS,39,89,16.94
OH,1990,USGS,39,91,3.45
OH,1990,USGS,39,93,729.72
OH,1990,USGS,39,95,793.96
OH,1990,USGS,39,97,4.78
OH,1990,USGS,39,99,13.22
OH,1990,USGS,39,101,8.43
OH,1990,USGS,39,103,16.92
OH,1990,USGS,39,105,3.56
OH,1990,USGS,39,107,7.1
OH,1990,USGS,39,109,17.73
OH,1990,USGS,39,111,2.97
OH,1990,USGS,39,113,180.35
OH,1990,USGS,39,115,4.61
OH,1990,USGS,39,117,1.96
OH,1990,USGS,39,119,7.42
OH,1990,USGS,39,121,1.72
OH,1990,USGS,39,123,45.48
OH,1990,USGS,39,125,3.26
OH,1990,USGS,39,127,4.05
OH,1990,USGS,39,129,69.37
OH,1990,USGS,39,131,4.8
OH,1990,USGS,39,133,18.21
OH,1990,USGS,39,135,4.47
OH,1990,USGS,39,137,4.34
OH,1990,USGS,39,139,19.92
OH,1990,USGS,39,141,17.8
OH,1990,USGS,39,143,12.78
OH,1990,USGS,39,145,88.57
OH,1990,USGS,39,147,7.78
OH,1990,USGS,39,149,14.53
OH,1990,USGS,39,151,53.23
OH,1990,USGS,39,153,142.6
OH,1990,USGS,39,155,149.36
OH,1990,USGS,39,157,8.68
OH,1990,USGS,39,159,4.43
OH,1990,USGS,39,161,5.49
OH,1990,USGS,39,163,2.25
OH,1990,USGS,39,165,15.38
OH,1990,USGS,39,167,733.3
OH,1990,USGS,39,169,24.83
OH,1990,USGS,39,171,6.93
OH,1990,USGS,39,173,15.25
OH,1990,USGS,39,175,3.43
OK,1990,USGS,40,1,7.2
OK,1990,USGS,40,3,5.62
OK,1990,USGS,40,5,36.77
OK,1990,USGS,40,7,44.34
OK,1990,USGS,40,9,7.57
OK,1990,USGS,40,11,5.96
OK,1990,USGS,40,13,11.5
OK,1990,USGS,40,15,55.07
OK,1990,USGS,40,17,7.79
OK,1990,USGS,40,19,70.9
OK,1990,USGS,40,21,20.56
OK,1990,USGS,40,23,7.67
OK,1990,USGS,40,25,101.35
OK,1990,USGS,40,27,26.72
OK,1990,USGS,40,29,3.86
OK,1990,USGS,40,31,38.71
OK,1990,USGS,40,33,4.22
OK,1990,USGS,40,35,4.21
OK,1990,USGS,40,37,32.04
OK,1990,USGS,40,39,9.25
OK,1990,USGS,40,41,4.46
OK,1990,USGS,40,43,5.78
OK,1990,USGS,40,45,26.28
OK,1990,USGS,40,47,8.96
OK,1990,USGS,40,49,11.1
OK,1990,USGS,40,51,15.83
OK,1990,USGS,40,53,4.6
OK,1990,USGS,40,55,52.4
OK,1990,USGS,40,57,22.22
OK,1990,USGS,40,59,15.78
OK,1990,USGS,40,61,6.53
OK,1990,USGS,40,63,8.8
OK,1990,USGS,40,65,53.02
OK,1990,USGS,40,67,4.52
OK,1990,USGS,40,69,4.82
OK,1990,USGS,40,71,18.04
OK,1990,USGS,40,73,9.38
OK,1990,USGS,40,75,12.39
OK,1990,USGS,40,77,2.61
OK,1990,USGS,40,79,10.28
OK,1990,USGS,40,81,6.75
OK,1990,USGS,40,83,13.14
OK,1990,USGS,40,85,3.98
OK,1990,USGS,40,87,4.89
OK,1990,USGS,40,89,11.82
OK,1990,USGS,40,91,4.09
OK,1990,USGS,40,93,13.1
OK,1990,USGS,40,95,3.84
OK,1990,USGS,40,97,59.89
OK,1990,USGS,40,99,12.6
OK,1990,USGS,40,101,52.86
OK,1990,USGS,40,103,5.71
OK,1990,USGS,40,105,8.72
OK,1990,USGS,40,107,7.29
OK,1990,USGS,40,109,71.4
OK,1990,USGS,40,111,9.01
OK,1990,USGS,40,113,13.34
OK,1990,USGS,40,115,6.02
OK,1990,USGS,40,117,25.95
OK,1990,USGS,40,119,13.08
OK,1990,USGS,40,121,7.89
OK,1990,USGS,40,123,34.12
OK,1990,USGS,40,125,18.75
OK,1990,USGS,40,127,2.47
OK,1990,USGS,40,129,6.87
OK,1990,USGS,40,131,69.09
OK,1990,USGS,40,133,46.9
OK,1990,USGS,40,135,12.55
OK,1990,USGS,40,137,27.59
OK,1990,USGS,40,139,216.97
OK,1990,USGS,40,141,10.13
OK,1990,USGS,40,143,8.26
OK,1990,USGS,40,145,6.37
OK,1990,USGS,40,147,9.6
OK,1990,USGS,40,149,12.13
OK,1990,USGS,40,151,6.54
OK,1990,USGS,40,153,22.21
OR,1990,USGS,41,1,556.83
OR,1990,USGS,41,3,53.91
OR,1990,USGS,41,5,239.55
OR,1990,USGS,41,7,104.71
OR,1990,USGS,41,9,94.09
OR,1990,USGS,41,11,28.8
OR,1990,USGS,41,13,199.89
OR,1990,USGS,41,15,37.31
OR,1990,USGS,41,17,672.72
OR,1990,USGS,41,19,79.81
OR,1990,USGS,41,21,153.01
OR,1990,USGS,41,23,172.59
OR,1990,USGS,41,25,596.63
OR,1990,USGS,41,27,85.54
OR,1990,USGS,41,29,317.21
OR,1990,USGS,41,31,119.31
OR,1990,USGS,41,33,41.66
OR,1990,USGS,41,35,929.01
OR,1990,USGS,41,37,789.58
OR,1990,USGS,41,39,268.26
OR,1990,USGS,41,41,60.29
OR,1990,USGS,41,43,135.47
OR,1990,USGS,41,45,1208.18
OR,1990,USGS,41,47,184.42
OR,1990,USGS,41,49,162.3
OR,1990,USGS,41,51,83.91
OR,1990,USGS,41,53,25.1
OR,1990,USGS,41,55,8.81
OR,1990,USGS,41,57,30.13
OR,1990,USGS,41,59,411.78
OR,1990,USGS,41,61,168.63
OR,1990,USGS,41,63,150.95
OR,1990,USGS,41,65,109.34
OR,1990,USGS,41,67,51.76
OR,1990,USGS,41,69,47.9
OR,1990,USGS,41,71,48.3
PA,1990,USGS,42,1,19.83
PA,1990,USGS,42,3,1057.6
PA,1990,USGS,42,5,183.76
PA,1990,USGS,42,7,565.8
PA,1990,USGS,42,9,12.71
PA,1990,USGS,42,11,88.61
PA,1990,USGS,42,13,52.69
PA,1990,USGS,42,15,15.86
PA,1990,USGS,42,17,243.12
PA,1990,USGS,42,19,27.93
PA,1990,USGS,42,21,75.8
PA,1990,USGS,42,23,0.82
PA,1990,USGS,42,25,9.09
PA,1990,USGS,42,27,38.86
PA,1990,USGS,42,29,152.24
PA,1990,USGS,42,31,4.95
PA,1990,USGS,42,33,345.83
PA,1990,USGS,42,35,37.98
PA,1990,USGS,42,37,13.59
PA,1990,USGS,42,39,17.61
PA,1990,USGS,42,41,60.42
PA,1990,USGS,42,43,136.09
PA,1990,USGS,42,45,908.12
PA,1990,USGS,42,47,16.86
PA,1990,USGS,42,49,177.15
PA,1990,USGS,42,51,24.49
PA,1990,USGS,42,53,0.41
PA,1990,USGS,42,55,20.68
PA,1990,USGS,42,57,2.07
PA,1990,USGS,42,59,43.16
PA,1990,USGS,42,61,9.43
PA,1990,USGS,42,63,220.2
PA,1990,USGS,42,65,5.41
PA,1990,USGS,42,67,3.72
PA,1990,USGS,42,69,37.44
PA,1990,USGS,42,71,133.82
PA,1990,USGS,42,73,214.02
PA,1990,USGS,42,75,29.55
PA,1990,USGS,42,77,51.39
PA,1990,USGS,42,79,129.25
PA,1990,USGS,42,81,16.13
PA,1990,USGS,42,83,15.42
PA,1990,USGS,42,85,88.38
PA,1990,USGS,42,87,16.31
PA,1990,USGS,42,89,16.91
PA,1990,USGS,42,91,202.44
PA,1990,USGS,42,93,23.1
PA,1990,USGS,42,95,604.47
PA,1990,USGS,42,97,29.04
PA,1990,USGS,42,99,3.17
PA,1990,USGS,42,101,575.9
PA,1990,USGS,42,103,3.13
PA,1990,USGS,42,105,4.45
PA,1990,USGS,42,107,56.36
PA,1990,USGS,42,109,290.45
PA,1990,USGS,42,111,12.37
PA,1990,USGS,42,113,0.77
PA,1990,USGS,42,115,4.97
PA,1990,USGS,42,117,5.79
PA,1990,USGS,42,119,3.34
PA,1990,USGS,42,121,13.2
PA,1990,USGS,42,123,79.51
PA,1990,USGS,42,125,306.47
PA,1990,USGS,42,127,5.8
PA,1990,USGS,42,129,163.94
PA,1990,USGS,42,131,15.78
PA,1990,USGS,42,133,2083.42
RI,1990,USGS,44,1,3.99
RI,1990,USGS,44,3,15.1
RI,1990,USGS,44,5,14.26
RI,1990,USGS,44,7,469.51
RI,1990,USGS,44,9,22.94
SC,1990,USGS,45,1,4.86
SC,1990,USGS,45,3,345.85
SC,1990,USGS,45,5,10.09
SC,1990,USGS,45,7,134.58
SC,1990,USGS,45,9,2.21
SC,1990,USGS,45,11,3.96
SC,1990,USGS,45,13,32.01
SC,1990,USGS,45,15,306.7
