,Geo_FIPS,TW_1985,TW_1990,TW_1995,TW_2000,TW_2005,TW_2010,TW_2015
417,13097,6.27,6.53,7.56,12.14,27.44,23.0,18.21
418,13099,121.49,116.7,142.0,157.08,123.9,146.39,127.84
419,13101,0.89,0.7,2.85,6.59,6.28,1.51,1.87
420,13103,103.95,121.46,145.5,149.3,150.83,122.81,123.52
421,13105,2.8,3.35,2.8,3.21,3.4,3.46,3.92
422,13107,8.64,5.47,5.62,5.86,6.66,6.6,5.29
423,13109,2.16,2.77,3.28,4.37,4.24,5.01,5.48
424,13111,1.39,1.43,1.94,2.12,2.77,9.25,45.99
425,13113,1.62,8.14,13.91,17.19,14.79,12.85,11.72
426,13115,472.08,461.58,452.26,585.89,588.88,474.66,258.36
427,13117,5.46,7.61,13.74,18.97,28.52,27.36,27.96
428,13119,2.59,3.36,3.81,3.8,4.16,4.73,4.65
429,13121,137.39,143.57,225.96,170.75,151.95,208.52,199.14
430,13123,3.48,2.84,3.25,6.95,10.94,6.79,7.23
431,13125,0.33,0.31,0.39,0.36,0.33,0.4,0.32
432,13127,149.12,144.56,124.19,146.05,112.06,64.56,43.44
433,13129,12.02,13.59,18.09,16.47,15.11,13.53,13.19
434,13131,5.83,10.38,12.08,19.63,10.36,9.81,8.74
435,13133,1.91,1.86,5.11,13.27,3.91,4.48,3.44
436,13135,40.08,62.06,71.81,93.54,9.18,10.55,2.23
437,13137,5.81,6.26,10.12,7.58,13.19,12.16,7.07
438,13139,16.87,17.04,19.8,25.2,108.6,100.23,91.07
439,13141,1.19,1.07,1.09,1.15,1.48,2.32,1.95
440,13143,1.62,3.07,2.14,3.73,3.36,3.91,3.27
441,13145,14.02,11.2,10.31,6.5,12.59,7.11,6.94
442,13147,2.89,4.37,4.19,4.38,3.78,4.23,4.34
443,13149,24.02,4.98,1.1,73.53,65.89,50.5,16.12
444,13151,5.28,8.2,7.13,13.51,34.95,42.95,38.05
445,13153,24.97,23.81,29.14,27.93,29.37,34.23,33.75
446,13155,2.77,3.89,9.81,12.73,17.57,8.81,16.85
447,13157,4.79,6.27,6.37,7.08,21.18,13.53,12.21
448,13159,2.04,1.92,1.74,2.92,2.65,2.89,1.87
449,13161,8.02,6.81,5.04,6.51,5.58,4.65,4.12
450,13163,19.56,18.59,15.46,27.03,20.52,17.05,25.57
451,13165,3.77,4.12,5.49,6.85,4.89,2.67,8.0
452,13167,2.93,1.95,3.11,3.01,3.04,1.96,2.16
453,13169,1.91,1.97,2.4,2.68,29.64,10.27,4.51
454,13171,3.73,3.53,4.66,6.7,2.9,3.83,4.01
455,13173,5.51,3.66,3.32,2.74,2.17,2.01,2.37
456,13175,19.27,26.03,32.88,32.32,30.12,27.67,20.87
457,13177,15.49,17.59,26.2,34.76,7.56,43.11,30.48
458,13179,16.34,20.59,17.47,14.98,14.0,16.61,18.46
459,13181,1.62,0.98,1.16,1.19,0.91,1.83,0.32
460,13183,0.54,0.53,0.8,0.97,2.98,2.16,1.76
461,13185,24.85,26.17,28.09,32.95,30.34,29.06,28.4
462,13187,3.53,3.85,3.11,3.87,3.24,3.31,3.39
463,13189,3.07,3.39,3.74,5.46,5.85,6.96,3.6
464,13191,1.46,1.1,1.42,1.18,1.09,1.58,1.48
465,13193,17.16,21.49,23.61,31.56,31.47,30.78,25.42
466,13195,2.25,5.02,3.09,3.02,3.56,3.27,3.25
467,13197,3.4,2.36,3.22,3.52,3.12,3.03,5.1
468,13199,4.45,4.61,5.67,5.99,2.4,1.74,1.64
469,13201,23.74,13.7,28.79,34.01,22.09,46.79,36.19
470,13205,15.79,32.31,32.47,77.69,39.4,67.44,71.22
471,13207,18.93,17.35,34.79,125.77,62.8,68.89,47.85
472,13209,2.64,1.71,4.43,2.65,2.46,2.46,1.76
473,13211,3.66,2.59,2.91,2.65,2.92,5.35,4.86
474,13213,3.35,3.99,4.12,4.93,6.29,3.86,3.16
475,13215,32.59,36.12,39.47,45.62,33.89,44.11,43.36
476,13217,5.51,6.78,4.14,12.79,14.64,14.26,15.76
477,13219,1.54,2.21,3.06,3.13,2.01,7.29,5.04
478,13221,1.22,1.36,1.67,1.81,1.99,2.2,4.28
479,13223,1.84,4.59,3.51,4.32,4.75,2.08,3.1
480,13225,4.79,6.97,6.77,13.25,10.63,10.4,7.57
481,13227,1.66,2.21,2.94,3.22,4.86,4.07,4.89
482,13229,3.06,3.95,5.79,8.27,3.49,4.1,5.46
483,13231,1.38,1.69,3.14,2.14,1.58,8.1,5.41
484,13233,2.17,4.18,10.63,8.77,8.86,7.77,7.85
485,13235,16.82,12.01,12.2,16.93,16.74,17.96,12.3
486,13237,1065.18,1048.57,1010.49,988.4,1097.15,957.57,186.02
487,13239,0.45,0.37,1.89,0.35,0.21,0.46,0.24
488,13241,3.47,3.55,4.09,4.17,4.7,3.15,3.05
489,13243,9.1,7.52,10.62,9.17,10.42,25.19,19.08
490,13245,94.36,108.44,127.34,125.52,115.72,114.44,108.56
491,13247,3.67,6.77,2.26,2.38,14.49,13.62,13.37
492,13249,1.85,1.35,1.84,0.86,1.04,1.01,0.74
493,13251,11.39,10.99,8.07,25.45,14.33,7.12,16.01
494,13253,26.81,24.3,23.74,70.58,39.44,45.6,45.29
495,13255,7.34,10.27,10.14,11.24,14.37,6.27,7.42
496,13257,4.15,4.76,3.12,3.79,4.57,5.88,4.27
497,13259,1.98,1.56,3.5,3.2,1.1,1.59,1.56
498,13261,21.63,13.78,28.43,42.38,13.96,42.08,26.11
499,13263,2.88,2.94,2.87,2.64,2.46,2.85,1.83
500,13265,0.2,0.24,0.24,0.23,0.19,0.13,0.13
501,13267,4.81,5.44,18.38,8.41,8.23,8.95,11.6
502,13269,1.99,1.6,2.1,9.44,5.26,5.98,3.62
503,13271,6.76,5.57,10.41,6.15,4.75,6.23,4.28
504,13273,8.06,6.77,20.76,22.05,16.2,26.06,16.58
505,13275,9.75,6.67,12.67,20.71,20.14,11.12,11.69
506,13277,14.32,22.21,34.54,27.88,25.85,17.34,18.37
507,13279,5.65,6.16,7.0,14.34,11.08,10.78,12.31
508,13281,0.53,0.73,2.03,1.19,6.58,4.49,1.99
509,13283,0.72,0.98,1.67,1.6,1.54,2.15,2.38
510,13285,12.36,13.27,13.31,13.11,12.63,11.97,10.31
511,13287,5.04,7.73,19.11,16.73,15.87,9.4,12.63
512,13289,21.03,18.82,23.27,19.66,22.2,6.58,5.54
513,13291,1.0,1.13,1.37,1.5,8.08,8.01,2.12
514,13293,10.44,10.09,11.13,10.29,5.03,6.28,4.83
515,13295,10.55,13.25,10.88,14.51,9.92,8.61,8.26
516,13297,4.65,5.69,5.77,9.05,10.75,6.82,7.73
517,13299,7.87,6.82,5.92,9.83,5.97,5.79,5.42
518,13301,2.07,5.36,5.04,2.5,4.6,1.75,1.07
519,13303,21.02,22.35,24.42,26.07,35.73,24.38,17.52
520,13305,71.02,70.12,65.98,64.55,65.22,61.96,62.13
521,13307,1.95,2.67,5.36,3.9,2.94,9.3,4.63
522,13309,1.31,2.24,3.14,4.95,4.85,2.86,2.57
523,13311,3.09,3.73,5.91,4.42,3.66,2.89,2.84
524,13313,34.5,36.66,38.92,65.7,36.89,22.57,25.61
525,13315,18.79,17.66,15.27,23.07,12.58,8.94,18.39
526,13317,3.54,3.0,4.12,2.56,1.94,1.91,2.22
527,13319,27.42,22.51,23.44,28.29,18.53,15.09,15.12
528,13321,7.85,27.2,29.05,42.43,13.79,18.98,25.82
529,15001,137.25,170.33,131.8,,124.75,134.68,89.89
530,15003,1222.56,1791.49,1111.09,,1593.32,799.23,618.65
531,15005,0.02,0.0,0.0,,0.02,0.01,0.01
532,15007,239.93,286.76,260.92,,49.35,61.77,43.79
533,15009,548.38,487.98,430.24,,125.96,278.08,308.09
534,16001,945.43,783.01,1098.26,1193.24,1117.25,832.18,317.51
535,16003,165.17,82.79,63.65,85.38,115.86,78.18,36.19
536,16005,305.82,215.05,313.5,402.52,397.99,168.05,248.58
537,16007,386.73,82.75,117.3,107.77,107.36,177.01,253.98
538,16009,5.62,10.4,8.04,3.46,4.4,2.46,11.35
539,16011,1382.73,2231.0,1093.67,1377.9,1195.71,956.77,865.95
540,16013,298.02,112.37,160.22,303.52,349.45,109.16,228.28
541,16015,41.39,9.35,15.24,9.75,11.7,6.79,4.87
542,16017,49.31,25.43,35.17,22.2,72.81,20.06,18.01
543,16019,762.62,905.73,644.85,836.36,881.95,716.78,817.47
544,16021,22.85,4.04,2.34,4.4,7.03,100.84,137.56
545,16023,245.49,244.26,167.63,213.34,237.44,160.73,193.72
546,16025,61.33,577.8,26.99,28.03,59.15,164.7,318.12
547,16027,2152.21,1822.85,639.02,709.68,658.25,746.51,976.44
548,16029,315.05,466.42,225.35,281.73,379.42,307.91,504.97
549,16031,1179.0,1548.31,585.47,792.26,880.88,812.72,987.77
550,16033,210.07,311.53,105.76,161.12,95.55,96.85,145.26
551,16035,154.49,3.91,36.4,2.11,15.15,68.85,161.85
552,16037,486.12,268.62,141.75,232.04,842.71,678.74,145.16
553,16039,761.51,642.27,327.42,299.01,424.65,362.8,386.4
554,16041,532.11,93.88,177.68,224.82,203.84,224.05,319.67
555,16043,533.43,656.97,338.39,390.67,294.97,358.68,368.88
556,16045,367.4,298.84,135.63,726.55,725.84,468.32,149.72
557,16047,826.83,651.86,1288.62,1413.93,1155.5,1284.63,1102.54
558,16049,32.38,23.43,30.26,19.29,19.16,24.4,116.51
559,16051,875.91,1169.48,1544.07,1959.33,2108.02,1405.29,626.79
560,16053,1001.04,366.39,1108.54,1681.33,1472.89,1437.57,744.67
561,16055,95.19,54.52,47.12,57.28,73.18,56.49,131.76
562,16057,5.34,10.66,11.66,8.25,9.74,10.5,188.42
563,16059,554.61,148.12,123.71,285.47,240.8,268.83,94.93
564,16061,0.69,1.17,1.09,1.53,2.7,1.49,47.99
565,16063,468.31,672.5,420.61,388.71,321.85,281.43,251.76
566,16065,451.62,594.5,295.29,802.45,625.52,481.22,370.48
567,16067,763.56,996.31,526.83,752.38,649.65,629.2,827.51
568,16069,45.24,56.72,18.58,187.65,28.87,128.3,276.11
569,16071,134.94,83.99,103.32,141.32,152.63,176.99,736.99
570,16073,1225.86,704.28,474.04,424.72,816.94,811.27,782.25
571,16075,514.79,530.92,254.1,246.0,285.04,241.99,432.3
572,16077,430.31,380.23,305.51,340.89,349.15,452.03,559.97
573,16079,25.62,11.17,9.94,4.92,5.41,2.95,7.95
574,16081,273.37,359.04,116.3,167.84,166.45,180.32,407.45
575,16083,2665.11,1083.81,1890.61,1876.79,1691.77,1461.97,1999.72
576,16085,206.76,207.04,28.14,126.65,68.19,71.28,16.47
577,16087,324.1,213.52,83.38,165.34,187.4,203.18,416.89
578,17001,20.19,20.66,23.5,22.13,26.09,19.41,18.57
579,17003,2.11,2.33,2.45,3.06,4.86,2.23,4.05
580,17005,2.06,2.02,2.4,1.16,2.85,2.01,2.2
581,17007,6.08,5.61,6.26,5.87,8.07,5.98,6.1
582,17009,0.51,0.6,0.44,0.44,0.45,0.52,0.92
583,17011,21.82,6.45,8.14,7.99,13.46,6.04,10.02
584,17013,0.98,10.58,8.33,0.73,0.63,0.53,0.72
585,17015,11.67,12.36,8.53,6.94,17.29,6.5,6.04
586,17017,3.47,6.72,9.52,9.35,20.54,5.61,12.93
587,17019,32.2,34.38,36.1,29.37,38.6,32.3,32.83
588,17021,868.09,798.54,776.08,753.92,835.55,838.93,946.19
589,17023,3.07,4.29,4.31,2.61,8.68,5.63,7.69
590,17025,3.22,2.32,2.39,1.79,2.28,1.3,1.27
591,17027,5.82,6.45,7.79,4.99,8.12,11.89,10.43
592,17029,5.67,5.82,7.85,5.28,5.49,5.04,5.31
593,17031,2019.2,1791.0,1691.48,1738.41,1758.02,1672.71,906.11
594,17033,162.03,70.36,61.2,85.99,102.03,69.23,13.39
595,17035,1.41,1.27,2.0,1.22,1.84,1.38,1.84
596,17037,11.79,14.51,12.01,11.1,15.38,10.38,12.13
597,17039,128.02,496.37,712.0,630.7,938.86,767.05,754.33
598,17041,10.81,7.83,5.74,1.27,3.96,2.99,4.42
599,17043,102.68,104.54,18.34,12.74,16.04,16.63,16.59
600,17045,2.9,2.53,2.84,2.94,3.2,4.31,3.08
601,17047,1.78,1.39,1.67,0.5,0.93,0.69,0.64
602,17049,3.62,4.52,6.1,4.86,5.03,4.46,4.74
603,17051,9.14,8.14,7.02,2.59,4.36,3.89,2.38
604,17053,2.0,2.27,3.94,2.94,5.93,3.94,4.32
605,17055,16.84,16.36,15.72,14.71,14.69,15.33,18.1
606,17057,240.08,275.66,273.39,237.07,158.69,283.59,279.19
607,17059,3.86,9.2,10.22,12.76,18.91,28.16,11.56
608,17061,2.43,2.08,3.05,2.41,11.02,1.89,1.37
609,17063,791.31,1547.82,2560.49,978.84,1560.06,501.92,456.04
610,17065,1.51,1.54,0.99,0.63,0.97,0.71,0.65
611,17067,3.23,3.4,3.17,3.5,4.03,2.9,3.26
612,17069,1.73,1.62,2.77,0.4,1.81,1.32,0.41
613,17071,3.1,8.09,15.12,12.55,18.23,9.09,10.74
614,17073,8.57,8.96,9.07,9.2,12.44,7.81,10.85
615,17075,4.63,3.96,4.39,5.22,5.83,5.69,4.21
616,17077,154.35,177.97,190.91,116.89,89.42,70.25,74.37
617,17079,389.67,421.78,532.23,528.72,608.88,660.07,466.01
618,17081,3.61,5.84,3.53,1.56,2.74,1.33,1.22
619,17083,1.61,8.8,7.34,2.27,2.88,3.99,1.4
620,17085,6.45,7.17,8.56,7.09,7.11,7.73,5.76
621,17087,1.54,1.44,1.96,2.1,2.63,1.63,1.57
622,17089,39.27,45.94,53.42,55.18,69.58,65.84,69.59
623,17091,16.3,20.69,28.97,23.02,35.28,26.78,23.16
624,17093,5.67,5.41,5.51,5.8,13.32,12.53,11.85
625,17095,9.77,3.11,8.65,2.4,2.43,1.93,2.09
626,17097,2237.96,2874.41,2449.32,751.85,855.61,657.26,358.73
627,17099,973.32,674.8,888.19,78.16,121.88,110.62,115.17
628,17101,9.2,12.61,13.88,2.31,15.57,16.88,13.99
629,17103,11.07,8.32,15.63,9.79,25.95,15.82,10.68
630,17105,5.32,5.7,7.18,7.07,9.2,7.64,7.93
631,17107,4.66,4.69,4.82,5.13,7.44,13.51,5.69
632,17109,4.36,4.77,4.63,3.88,4.52,3.92,3.45
633,17111,27.37,29.88,39.84,35.09,43.45,35.23,33.22
634,17113,15.45,11.22,16.96,13.37,15.97,14.45,13.47
635,17115,38.94,43.34,46.55,41.67,40.37,39.38,35.9
636,17117,7.39,7.45,10.48,6.12,9.25,6.17,4.48
637,17119,468.77,374.8,308.19,646.75,387.53,404.8,336.39
638,17121,18.01,8.51,6.33,5.83,6.61,4.09,1.91
639,17123,4.19,3.92,4.36,5.77,6.95,3.28,3.28
640,17125,98.15,138.44,118.99,122.81,276.03,98.59,76.22
641,17127,547.57,476.81,592.23,564.93,630.88,665.51,535.74
642,17129,1.35,1.53,1.93,1.21,3.92,2.01,2.71
643,17131,3.13,3.3,4.62,3.66,8.74,3.2,6.43
644,17133,2.24,2.45,2.79,2.59,2.85,3.3,2.55
645,17135,333.57,424.93,333.72,442.19,510.24,478.67,429.62
646,17137,271.41,142.59,159.05,202.44,232.08,109.61,3.51
647,17139,1.67,2.57,2.56,1.55,1.62,1.77,1.15
648,17141,62.69,68.2,30.79,59.15,64.93,66.15,69.71
649,17143,346.07,398.38,110.44,379.05,529.59,535.87,446.61
650,17145,14.23,10.83,11.34,1.51,2.19,2.08,2.33
651,17147,3.15,3.35,3.29,3.53,3.32,5.76,5.17
652,17149,30.27,17.37,23.44,3.62,32.98,14.63,3.11
653,17151,1.14,0.26,0.53,0.17,0.43,0.07,0.32
654,17153,1.19,1.06,1.31,0.97,2.33,0.72,1.25
655,17155,192.32,177.73,166.74,179.77,210.19,200.42,200.34
656,17157,36.03,1053.25,1179.41,37.37,41.38,37.12,24.86
657,17159,2.86,3.11,3.23,2.11,3.06,2.99,2.54
658,17161,44.7,72.18,924.93,1130.44,1082.3,1139.96,1149.92
659,17163,45.51,37.31,46.76,72.69,32.8,20.69,37.24
660,17165,6.36,4.88,0.86,0.47,3.27,2.56,2.9
661,17167,281.78,241.64,336.94,354.64,411.39,323.55,309.6
662,17169,1.47,1.34,2.16,1.67,1.65,1.45,1.97
663,17171,1.15,2.55,6.28,6.34,9.41,7.85,5.01
664,17173,2.79,4.55,4.41,3.62,3.33,3.95,3.71
665,17175,1.19,1.11,1.39,1.31,1.95,0.84,0.86
666,17177,11.55,9.96,10.88,8.67,8.92,8.3,8.26
667,17179,1109.28,812.95,798.48,855.06,123.8,98.94,91.15
668,17181,2.52,3.13,3.84,2.17,3.4,3.99,1.95
669,17183,16.74,18.85,16.34,16.48,17.13,13.95,11.77
670,17185,3.61,3.82,7.83,2.16,3.97,4.53,3.39
671,17187,5.17,3.57,3.62,3.9,3.62,3.35,3.75
672,17189,2.08,2.76,3.17,2.68,3.99,4.02,2.34
673,17191,4.68,4.59,5.37,2.98,4.86,6.95,2.63
674,17193,7.14,9.34,6.44,4.23,14.89,23.37,13.75
675,17195,16.75,21.09,33.02,24.97,54.94,24.26,18.91
676,17197,1813.5,3628.27,3907.86,2094.54,2630.53,2363.13,1545.65
677,17199,111.06,82.91,13.76,108.75,112.9,216.93,232.98
678,17201,49.94,48.91,46.61,39.58,43.92,35.55,35.26
679,17203,3.96,9.13,10.75,12.55,14.15,9.59,9.5
680,18001,13.64,6.93,7.44,7.31,7.79,7.77,7.82
681,18003,52.29,48.12,54.84,54.18,55.05,48.61,48.26
682,18005,12.94,16.91,21.79,19.28,21.22,18.23,18.53
683,18007,1.0,1.05,1.86,0.88,0.85,0.89,1.35
684,18009,3.1,2.78,2.21,2.65,2.2,1.98,2.07
685,18011,4.94,4.22,5.44,4.55,4.77,4.43,4.72
686,18013,0.31,0.52,0.56,0.31,0.32,0.32,0.32
687,18015,3.84,3.96,4.67,6.88,7.71,5.14,9.53
688,18017,54.07,28.23,29.19,32.55,33.63,28.76,26.15
689,18019,40.5,17.57,31.18,24.92,24.06,25.73,30.46
690,18021,3.87,3.23,2.1,1.19,1.61,1.15,1.06
691,18023,7.18,5.49,6.5,6.39,6.4,6.16,5.58
692,18025,1.71,6.13,6.32,6.3,4.86,2.81,2.61
693,18027,4.85,11.42,9.0,7.04,7.14,8.57,11.71
694,18029,608.31,782.19,621.75,859.82,749.15,601.2,226.6
695,18031,3.64,4.44,4.35,4.25,5.11,5.25,4.63
696,18033,7.02,6.13,7.53,11.58,10.03,8.79,9.07
697,18035,16.29,16.49,18.8,17.67,17.74,15.55,16.06
698,18037,20.64,8.08,9.52,6.96,7.25,7.63,7.66
699,18039,32.64,34.4,43.42,35.37,36.53,33.0,29.46
700,18041,5.95,5.3,4.47,3.77,3.33,2.85,3.0
701,18043,219.78,231.81,271.5,336.93,268.46,254.62,82.22
702,18045,9.97,2.68,3.7,4.22,2.19,2.23,3.68
703,18047,2.7,2.51,2.71,4.05,4.16,3.91,4.16
704,18049,4.56,3.83,8.2,6.65,15.07,7.67,10.17
705,18051,43.81,36.82,49.09,47.05,52.06,59.81,36.06
706,18053,12.62,12.01,13.58,13.52,12.79,11.84,10.57
707,18055,9.61,19.53,24.22,4.68,4.83,5.5,3.92
708,18057,25.83,43.5,76.05,128.86,78.49,72.73,69.08
709,18059,5.26,5.26,5.49,6.37,7.05,6.98,6.7
710,18061,2.95,3.19,2.76,3.32,3.61,3.72,3.55
711,18063,7.02,7.88,9.89,9.85,9.68,8.57,10.29
712,18065,6.89,6.83,11.81,8.09,6.69,5.11,7.06
713,18067,16.84,16.24,22.94,20.77,21.03,17.53,18.51
714,18069,4.76,6.13,5.16,5.86,5.41,4.65,6.3
715,18071,4.77,7.5,9.95,9.29,8.3,9.89,9.97
716,18073,21.06,41.41,30.99,45.23,53.78,55.64,41.33
717,18075,5.29,4.26,3.9,3.71,4.11,4.15,5.39
718,18077,4.27,1281.63,1317.8,1309.74,1287.63,1249.09,1192.97
719,18079,4.1,3.74,4.03,3.16,3.56,3.06,2.44
720,18081,8.35,10.61,13.08,13.44,15.52,13.61,14.44
721,18083,45.56,27.7,61.0,92.91,54.53,47.06,23.48
722,18085,12.16,14.74,23.11,20.22,26.37,24.37,22.65
723,18087,8.78,10.43,11.72,12.9,14.74,19.91,15.26
724,18089,2244.59,2300.44,2173.68,2316.77,1720.65,1695.95,1266.77
725,18091,167.58,107.23,85.53,39.5,37.3,44.04,49.17
726,18093,5.81,7.48,8.8,8.77,6.19,8.17,7.81
727,18095,24.95,20.66,21.57,20.66,15.56,19.05,18.99
728,18097,345.13,321.23,318.48,296.47,311.15,283.54,263.83
729,18099,6.96,7.31,7.48,7.19,7.66,7.25,7.26
730,18101,2.82,2.64,2.94,1.8,1.59,1.54,1.17
731,18103,16.83,8.16,7.41,9.31,35.13,21.21,8.56
732,18105,14.2,13.98,14.62,15.0,16.96,18.3,17.85
733,18107,5.5,6.54,6.6,5.31,5.71,6.09,6.16
734,18109,68.85,112.98,151.2,276.68,224.19,183.83,57.58
735,18111,5.55,2.93,4.44,4.78,7.43,6.01,4.24
736,18113,5.39,5.84,9.96,8.89,10.34,11.19,9.04
737,18115,15.03,0.58,0.68,1.0,0.84,0.99,1.07
738,18117,2.37,2.55,2.82,1.66,1.4,1.53,1.29
739,18119,1.64,1.93,2.19,2.39,2.41,2.48,2.51
740,18121,2.81,1.79,1.89,2.34,2.37,2.82,2.62
741,18123,2.57,2.36,2.44,0.98,2.25,2.54,2.48
742,18125,496.07,512.63,472.61,501.16,529.5,595.1,375.9
743,18127,816.48,718.91,678.94,721.71,720.91,599.45,749.33
744,18129,8.58,17.28,19.51,19.69,23.33,18.94,18.74
745,18131,6.79,4.77,9.87,9.83,9.55,9.21,10.08
746,18133,4.4,6.28,7.95,7.81,6.84,8.67,8.12
747,18135,4.91,5.02,4.24,3.95,4.36,5.05,6.86
748,18137,4.24,3.88,4.14,3.43,3.43,3.33,2.76
749,18139,3.6,4.19,3.33,3.21,3.07,2.84,2.62
750,18141,59.48,70.92,94.33,55.47,54.75,45.62,42.79
751,18143,2.0,4.02,4.18,3.66,3.45,3.55,4.36
752,18145,5.51,8.1,8.49,7.21,8.8,9.31,10.38
753,18147,21.6,36.94,31.62,31.79,35.52,33.52,28.3
754,18149,2.12,3.25,7.27,6.15,6.9,6.11,6.5
755,18151,3.25,3.5,4.25,4.79,4.72,4.93,4.76
756,18153,757.0,607.06,450.34,464.37,463.44,423.93,432.11
757,18155,1.22,4.3,4.27,2.4,2.77,2.22,1.96
758,18157,27.17,41.8,44.78,34.94,34.15,33.85,29.37
759,18159,1.85,2.05,2.2,2.2,2.04,1.85,1.9
760,18161,0.84,0.85,0.88,0.77,0.79,0.72,0.75
761,18163,27.67,30.75,29.5,22.44,33.1,31.27,20.13
762,18165,357.81,478.96,469.71,608.47,646.14,623.21,567.91
763,18167,314.12,390.55,327.96,535.06,567.44,334.33,379.98
764,18169,8.61,11.43,10.35,8.21,8.16,6.97,7.64
765,18171,1.17,4.77,6.23,2.31,2.13,1.54,1.88
766,18173,745.76,681.63,709.03,785.93,759.19,761.28,632.31
767,18175,3.35,3.62,4.29,4.09,4.25,4.69,3.78
768,18177,12.45,16.19,16.23,11.04,11.56,11.06,11.32
769,18179,2.72,3.37,4.06,5.01,4.54,7.15,7.02
770,18181,5.07,4.93,6.43,5.1,5.17,5.9,7.24
771,18183,3.57,3.69,3.97,4.04,4.17,4.4,4.67
772,19001,3.04,2.24,2.0,1.48,2.0,2.31,1.98
773,19003,1.79,1.54,1.67,1.7,1.75,1.83,1.77
774,19005,205.4,204.5,212.42,239.21,214.55,123.27,153.96
775,19007,4.84,4.97,5.43,5.79,10.74,11.14,11.87
776,19009,2.98,1.84,1.77,1.64,1.65,2.12,2.39
777,19011,4.4,3.58,3.47,2.95,3.06,3.28,3.6
778,19013,47.44,44.22,57.32,34.55,37.64,37.02,40.78
779,19015,4.38,3.29,3.38,3.29,3.32,3.57,3.89
780,19017,4.74,4.14,4.82,2.93,3.46,3.93,3.99
781,19019,5.54,3.65,3.81,3.78,3.6,4.33,4.83
782,19021,7.57,5.06,5.36,5.65,6.37,8.15,8.06
783,19023,7.33,4.23,7.77,2.37,2.41,5.9,4.65
784,19025,2.58,1.86,2.34,2.79,2.27,2.85,3.55
785,19027,7.49,4.72,5.49,5.36,6.14,6.78,6.96
786,19029,4.67,3.59,3.62,3.21,3.08,2.96,2.56
787,19031,4.16,2.95,3.0,2.71,3.49,4.83,4.76
788,19033,12.03,10.27,9.44,10.02,15.32,9.89,11.18
789,19035,5.19,4.19,4.68,4.21,4.21,6.57,5.81
790,19037,4.25,2.84,2.73,2.49,2.55,3.96,4.39
791,19039,2.15,1.94,1.56,2.39,2.52,2.18,2.07
792,19041,4.53,3.48,3.32,3.59,4.01,4.23,4.51
793,19043,6.28,5.17,5.06,4.43,6.36,6.53,7.34
794,19045,170.86,296.49,279.11,276.53,241.31,106.87,213.66
795,19047,6.24,4.83,3.67,5.1,5.1,6.97,5.97
796,19049,6.55,5.78,6.14,5.54,4.78,5.3,3.45
797,19051,1.99,0.93,1.28,1.63,1.48,1.61,1.76
798,19053,2.01,1.57,1.65,1.73,1.38,1.56,1.51
799,19055,6.77,5.72,5.65,4.76,6.72,8.38,8.53
800,19057,127.45,17.03,115.2,113.75,105.28,77.27,108.61
801,19059,3.58,2.72,3.02,2.78,6.87,7.34,7.68
802,19061,77.64,95.33,81.5,94.55,86.82,40.47,15.18
803,19063,2.42,2.43,2.36,2.75,2.49,3.3,2.8
804,19065,7.21,4.75,4.85,4.12,4.69,4.53,4.78
805,19067,6.07,4.29,3.69,3.2,3.18,4.11,4.44
806,19069,4.13,2.2,2.5,3.27,2.73,4.12,5.07
807,19071,7.8,3.09,6.33,1.64,1.84,2.57,2.06
808,19073,3.3,2.2,2.08,1.95,1.83,5.83,3.32
809,19075,2.69,2.2,2.15,1.98,2.02,2.22,1.94
810,19077,2.99,2.16,2.21,2.09,2.61,3.22,2.29
811,19079,5.37,2.98,3.07,3.8,4.23,4.14,5.53
812,19081,4.09,3.42,3.56,3.53,3.51,4.61,5.38
813,19083,7.51,4.7,4.95,5.61,7.38,9.22,9.25
814,19085,13.75,6.37,11.65,5.2,7.24,10.63,6.2
815,19087,3.55,2.75,2.63,2.73,3.13,3.3,2.97
816,19089,4.15,1.96,1.95,1.76,1.95,4.29,5.13
817,19091,7.22,2.19,3.59,2.68,2.83,3.05,4.09
818,19093,3.03,1.95,1.79,1.75,2.18,3.29,2.91
819,19095,33.19,3.43,3.4,2.41,2.8,3.21,2.79
820,19097,4.99,4.22,8.5,3.43,3.94,3.19,3.44
821,19099,8.7,9.83,7.52,7.36,7.54,7.85,7.64
822,19101,4.73,2.33,2.51,2.54,2.23,2.23,2.37
823,19103,55.64,49.55,62.93,42.21,45.14,37.25,39.68
824,19105,4.84,3.67,4.03,3.06,3.59,4.13,3.4
825,19107,3.97,3.42,2.5,1.87,1.81,3.14,3.55
826,19109,6.08,3.4,3.44,3.65,4.79,6.48,6.49
827,19111,133.92,14.64,18.52,29.59,18.4,28.34,29.07
828,19113,139.32,178.35,259.86,265.21,270.13,145.99,174.45
829,19115,7.71,8.62,10.21,10.73,10.42,15.69,13.36
830,19117,2.53,1.57,1.38,1.35,1.22,1.32,1.25
831,19119,4.59,4.04,4.39,4.99,5.75,7.44,9.4
832,19121,2.75,2.21,2.16,1.69,1.74,2.11,1.31
833,19123,8.56,4.3,3.74,3.96,4.04,4.24,4.91
834,19125,7.9,9.17,5.67,4.98,4.82,4.02,4.3
835,19127,12.73,11.01,11.11,11.87,11.49,11.34,10.1
836,19129,4.08,2.33,2.53,1.84,2.09,2.05,2.24
